sha256,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176
be756153f3321de856329fdf3cb87528333d6041400a25b2ebb1f8276bca6733,0,RegCreateKeyExW,LdrUnloadDll,CoUninitialize,RegCloseKey,DrawTextExW,GetSystemInfo,FindResourceW,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,GetFileVersionInfoSizeW,GetForegroundWindow,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,SizeofResource,GetFileSize,RegOpenKeyExW,NtAllocateVirtualMemory,LdrGetDllHandle,NtFreeVirtualMemory,GetSystemDirectoryW,LoadStringW,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,CoInitializeEx,NtCreateSection,SetUnhandledExceptionFilter,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,GetFileVersionInfoW,NtOpenDirectoryObject,RegSetValueExW,LdrLoadDll,NtTerminateProcess,NtQueryInformationFile,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3495f53563d473aeec5c7a03ec5bbe32cc7ff278352fe060434b3c9620122b4,0,NtOpenSection,GetForegroundWindow,RegEnumKeyW,GetFileVersionInfoSizeW,GetFileAttributesW,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,ShellExecuteExW,GetFileInformationByHandle,RegOpenKeyExA,GetCursorPos,SetFilePointerEx,GetUserNameW,RegEnumValueW,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,LoadResource,NtQueryInformationFile,RegCreateKeyExW,DeviceIoControl,NtOpenMutant,RemoveDirectoryW,EnumWindows,OpenServiceW,NtQueryValueKey,RegQueryValueExW,CreateActCtxW,NtDeviceIoControlFile,NtReadFile,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,NtProtectVirtualMemory,SHGetFolderPathW,RegDeleteValueW,SearchPathW,LdrGetProcedureAddress,GetDiskFreeSpaceExW,SetEndOfFile,LdrLoadDll,UuidCreate,CoUninitialize,RegCloseKey,NtDuplicateObject,MoveFileWithProgressW,NtTerminateProcess,SendNotifyMessageW,GetSystemMetrics,NtCreateThreadEx,GetFileSize,NtAllocateVirtualMemory,ReadProcessMemory,CreateDirectoryW,DeleteFileW,GetComputerNameW,NtResumeThread,CoInitializeEx,CoCreateInstance,FindFirstFileExW,GetFileInformationByHandleEx,NtCreateSection,RegSetValueExW,SetWindowsHookExW,CreateProcessInternalW,GetNativeSystemInfo,DrawTextExW,GetSystemInfo,NetShareEnum,FindWindowW,GetSystemWindowsDirectoryW,NtClose,RegDeleteKeyW,NtOpenProcess,NtMapViewOfSection,SizeofResource,UnhookWindowsHookEx,GetFileSizeEx,SetFileTime,NtFreeVirtualMemory,GetKeyState,LdrUnloadDll,OleInitialize,NtOpenFile,RegQueryInfoKeyW,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,OpenSCManagerW,FindResourceW,GetFileVersionInfoW,IsDebuggerPresent,CreateToolhelp32Snapshot,LookupAccountSidW,RegQueryValueExA,WSAStartup,NtOpenDirectoryObject,Process32NextW,CreateThread,__exception__,GetComputerNameA,GetFileAttributesExW,GetTempPathW,GetUserNameA,Process32FirstW,LookupPrivilegeValueW,NtQueryKey,GetBestInterfaceEx,GetAdaptersAddresses,NetGetJoinInformation,CryptHashData,CryptCreateHash,setsockopt,SetInformationJobObject,NtEnumerateValueKey,GetUserNameExA,RegEnumKeyExW,CryptAcquireContextW,SetUnhandledExceptionFilter,CryptUnprotectData,closesocket,RegCreateKeyExA,GetAddrInfoW,socket,CoInitializeSecurity,CreateJobObjectW,SetFileAttributesW,NtOpenKeyEx,NtSetValueKey,NtCreateKey,NtReadVirtualMemory,NtDelayExecution,GetVolumePathNameW,NtEnumerateKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62c9d06a8c4a283f2fd53de5d6cba9440a1f65baf4089c32a0a232f7ff79d13d,0,NtDuplicateObject,NtOpenSection,RegCloseKey,NtQueryKey,LdrUnloadDll,DeviceIoControl,NtQueryValueKey,NtMapViewOfSection,GetFileSize,NtDelayExecution,LdrGetDllHandle,NtQuerySystemInformation,CreateThread,NtUnmapViewOfSection,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtQueryAttributesFile,CoInitializeEx,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,CoInitializeSecurity,NtOpenKeyEx,LdrLoadDll,UuidCreate,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd87bd0ea1888471693680a332812e220b77d4f0cb5ae3c66e5fcf9aedf97edd,0,LdrUnloadDll,NtQueryKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,NtCreateKey,NtResumeThread,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetFileAttributesW,NtMapViewOfSection,GetSystemMetrics,RtlAddVectoredContinueHandler,CoInitializeEx,CreateActCtxW,GetFileSize,SetErrorMode,NtAllocateVirtualMemory,IsDebuggerPresent,LdrGetDllHandle,NtFreeVirtualMemory,NtQuerySystemInformation,NtEnumerateValueKey,NtReadFile,SHGetFolderPathW,CreateThread,NtUnmapViewOfSection,SetFilePointer,GetSystemDirectoryW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtCreateSection,NtQueryAttributesFile,FindFirstFileExW,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,GlobalMemoryStatus,LoadStringW,NtOpenKey,NtOpenMutant,LdrGetProcedureAddress,GetFileVersionInfoW,NtEnumerateKey,NtOpenDirectoryObject,GetFileType,NtOpenKeyEx,LdrLoadDll,CreateProcessInternalW,NtQueryValueKey,NtOpenSection,GetForegroundWindow,WSARecv,GetAdaptersAddresses,RegEnumKeyExA,RegOpenKeyExW,NtDelayExecution,RegOpenKeyExA,GetCursorPos,FindResourceExW,GlobalMemoryStatusEx,LoadResource,SetFileAttributesW,NtQueryInformationFile,RegCreateKeyExW,RegQueryValueExA,EnumWindows,OpenServiceW,getsockname,RegQueryValueExW,WSASend,NtDeviceIoControlFile,NtWriteFile,NtSetValueKey,DecryptMessage,setsockopt,NtOpenThread,UuidCreate,EncryptMessage,CreateToolhelp32Snapshot,CoUninitialize,RegCloseKey,GetBestInterfaceEx,NtSetInformationFile,WSAStartup,NtTerminateProcess,CryptCreateHash,NtCreateThreadEx,DrawTextExW,ReadProcessMemory,CreateDirectoryW,DeleteFileW,GetNativeSystemInfo,GetComputerNameW,CryptAcquireContextA,CoCreateInstance,RegEnumKeyExW,CryptAcquireContextW,CryptDecodeObjectEx,GetComputerNameA,RegEnumValueW,GetTempPathW,GetKeyboardState,SearchPathW,WSASocketW,CryptHashData,Module32FirstW,SizeofResource,CertOpenStore,NtOpenFile,RegQueryInfoKeyW,Module32NextW,GetAddrInfoW,bind,OpenSCManagerW,FindResourceW,CertControlStore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307f21d3ec3b51cba6a905a80045314ffccb4c60c11d99a3d77cc8103014208,0,LdrUnloadDll,CoUninitialize,RegCloseKey,NtQueryKey,GetSystemInfo,IsDebuggerPresent,NtTerminateProcess,NtClose,RegQueryValueExW,NtMapViewOfSection,RegOpenKeyExW,NtAllocateVirtualMemory,CreateDirectoryW,NtWriteFile,LdrGetDllHandle,NtFreeVirtualMemory,NtOpenFile,GetFileSizeEx,CreateThread,NtUnmapViewOfSection,SetFilePointer,GetSystemDirectoryW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,NtCreateMutant,GetFileAttributesExW,NtCreateSection,NtOpenKey,CoInitializeEx,LdrGetProcedureAddress,CoInitializeSecurity,NtOpenKeyEx,LdrLoadDll,OutputDebugStringA,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5ba7b92c31ce3beb0de90493b342569330204c71c6b163f1e3c67d584624ffb,0,LdrUnloadDll,NtQueryKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,RtlAddVectoredExceptionHandler,GetFileSize,RegOpenKeyExW,SetErrorMode,NtResumeThread,NtReadFile,GetFileInformationByHandle,LdrGetDllHandle,NtSetInformationFile,NtFreeVirtualMemory,NtQuerySystemInformation,NtAllocateVirtualMemory,NtOpenFile,CoInitializeEx,CreateThread,NtUnmapViewOfSection,RegQueryInfoKeyW,GetSystemDirectoryW,RegEnumKeyExW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,NtCreateThreadEx,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtQueryAttributesFile,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,RegEnumValueW,NtCreateSection,LoadStringW,NtOpenKey,LdrGetProcedureAddress,GetFileVersionInfoW,NtOpenDirectoryObject,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,NtQueryInformationFile,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e78b14513c47c1339d96065237e9d270f33d595d5a92f2b5c8f4f841e2a4ad5c,0,NtEnumerateValueKey,NtCreateSection,NtAllocateVirtualMemory,LdrGetDllHandle,NtOpenKey,SetUnhandledExceptionFilter,NtEnumerateKey,NtCreateFile,NtQueryValueKey,GetSystemTimeAsFileTime,NtTerminateProcess,NtQueryAttributesFile,NtMapViewOfSection,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30ae722349c3a700ce31927de27e50463db60dd3a9980ee81e0839d5f5f89267,0,LdrUnloadDll,GetFileAttributesExW,NtCreateSection,NtMapViewOfSection,NtDuplicateObject,NtOpenKey,LdrGetProcedureAddress,RegOpenKeyExW,SetUnhandledExceptionFilter,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,RegCloseKey,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8c33481bc7c74e1e391321068a6b4bc05df658a5a8e93ee8f46be6801a7de75,0,LdrUnloadDll,NtOpenSection,CoUninitialize,RegCloseKey,NtQueryKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,CryptExportKey,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,CryptHashData,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,CryptCreateHash,RtlAddVectoredExceptionHandler,GetFileSize,RegOpenKeyExW,SetErrorMode,NtResumeThread,NtReadFile,GetFileInformationByHandle,LdrGetDllHandle,NtFreeVirtualMemory,NtQuerySystemInformation,RtlRemoveVectoredExceptionHandler,NtAllocateVirtualMemory,NtOpenFile,CoInitializeEx,CreateThread,NtUnmapViewOfSection,RegQueryInfoKeyW,GetSystemDirectoryW,RegEnumKeyExW,NtQueryDirectoryFile,CryptAcquireContextW,SetUnhandledExceptionFilter,NtCreateFile,NtCreateThreadEx,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,RegEnumValueW,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,GetFileVersionInfoW,NtOpenDirectoryObject,GetFileType,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ff5073f5f2af825f20760b96b837b7f55273757a61b51fda5808dd4687ffa5d,0,RegCreateKeyExW,LdrUnloadDll,NtOpenSection,CoUninitialize,NtQueryKey,NtDuplicateObject,GetShortPathNameW,GetSystemInfo,CryptExportKey,NtResumeThread,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,CryptHashData,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,CryptCreateHash,RtlAddVectoredContinueHandler,CoInitializeEx,RtlAddVectoredExceptionHandler,CreateActCtxW,GetFileSize,RegOpenKeyExW,SetErrorMode,CryptAcquireContextA,NtAllocateVirtualMemory,RegOpenKeyExA,DeleteFileW,LdrGetDllHandle,NtFreeVirtualMemory,NtQuerySystemInformation,NtEnumerateValueKey,NtReadFile,NtOpenFile,SHGetFolderPathW,CreateThread,NtUnmapViewOfSection,RegQueryInfoKeyW,GetSystemDirectoryW,RegEnumKeyExW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtCreateMutant,NtProtectVirtualMemory,GetFileAttributesExW,RegEnumValueW,NtCreateSection,NtOpenKey,NtOpenMutant,LdrGetProcedureAddress,GetFileVersionInfoW,IsDebuggerPresent,NtOpenDirectoryObject,GetFileType,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,OutputDebugStringA,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73b10c1a32496fecd13e010e5160324e0b8a8c040cb65eefa6b8ad5b4d49b824,0,GetNativeSystemInfo,NtOpenSection,CoUninitialize,RegCloseKey,LookupAccountSidW,NtReadFile,NtDuplicateObject,DrawTextExW,GetSystemInfo,FindResourceW,NtEnumerateValueKey,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,NtOpenProcess,GetForegroundWindow,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,GetVolumePathNamesForVolumeNameW,RegEnumKeyW,GetSystemMetrics,GetCursorPos,SizeofResource,CreateActCtxW,RegOpenKeyExW,NtDelayExecution,SetErrorMode,NtAllocateVirtualMemory,RegOpenKeyExA,LdrGetDllHandle,NtFreeVirtualMemory,GetKeyState,LdrUnloadDll,SetFilePointer,OleInitialize,NtOpenFile,GetFileSizeEx,GetSystemDirectoryW,CoCreateInstance,NtUnmapViewOfSection,NtQueryDirectoryFile,LoadStringW,FindResourceExW,NtCreateFile,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,SetFilePointerEx,NtQueryAttributesFile,FindFirstFileExW,NtCreateMutant,NtProtectVirtualMemory,CoInitializeEx,GetFileInformationByHandleEx,NtCreateSection,SearchPathW,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,CreateDirectoryW,GetFileVersionInfoW,LdrLoadDll,NtQueryInformationFile,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cd5d4709a2a93719f4d05c3b290675c296b743f8b7214589ba898c761f13d43,0,RegCreateKeyExW,NtDuplicateObject,NtOpenSection,CoUninitialize,RegCloseKey,NtQueryKey,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,NtOpenProcess,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,RegOpenKeyExW,NtDelayExecution,NtReadFile,CreateDirectoryW,NtWriteFile,LdrGetDllHandle,NtFreeVirtualMemory,GetComputerNameW,SetFilePointerEx,NtOpenFile,GetFileSizeEx,CreateThread,RegQueryInfoKeyW,CoCreateInstance,GetSystemDirectoryW,RegEnumKeyExW,SHGetFolderPathW,NtQueryDirectoryFile,SetUnhandledExceptionFilter,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,GetComputerNameA,CoInitializeEx,RegDeleteValueW,NtCreateSection,RegSetValueExW,NtOpenKey,NtOpenMutant,LdrGetProcedureAddress,CoInitializeSecurity,CopyFileW,NtAllocateVirtualMemory,SetFileAttributesW,LdrLoadDll,UuidCreate,NtQueryInformationFile,CreateProcessInternalW,NtClose,GetNativeSystemInfo,LdrUnloadDll,DrawTextExW,NtSetInformationFile,GetFileVersionInfoSizeW,RegOpenKeyExA,FindWindowW,GetFileAttributesW,CreateActCtxW,GetFileSize,SetErrorMode,GetFileInformationByHandle,GetSystemInfo,GetKeyState,GetCursorPos,SetFilePointer,NtUnmapViewOfSection,GetTempPathW,FindFirstFileExW,NtCreateMutant,LoadStringW,LoadResource,__exception__,GetFileVersionInfoW,GetFileType,SetEndOfFile,SetFileTime,NtEnumerateValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9371b0a1f8898c2712d95190018331eee1545cfae0a8c9b019b74106d6136ab,0,NtQueryValueKey,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetTempPathW,NtCreateFile,GetFileType,NtAllocateVirtualMemory,NtClose,NtTerminateProcess,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969d669ad1117faf7789d647e99aaa5411485d4978bff5b967a6dbfd806ad59d,0,GetUserNameExW,GetNativeSystemInfo,NtOpenSection,CoUninitialize,RegCloseKey,NtReadFile,NtDuplicateObject,DrawTextExW,GetSystemInfo,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,NtOpenProcess,GetForegroundWindow,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,GetVolumePathNamesForVolumeNameW,RegEnumKeyW,GetSystemMetrics,CreateActCtxW,RegOpenKeyExW,NtTerminateProcess,GetVolumeNameForVolumeMountPointW,SetErrorMode,ShellExecuteExW,NtAllocateVirtualMemory,RegOpenKeyExA,LdrGetDllHandle,LdrUnloadDll,OleInitialize,GetFileSizeEx,GetSystemDirectoryW,CoCreateInstance,NtUnmapViewOfSection,RegEnumKeyExW,SHGetFolderPathW,LoadStringW,FindResourceExW,NtFreeVirtualMemory,GetFileAttributesExW,GetSystemTimeAsFileTime,NtQueryAttributesFile,FindFirstFileExW,NtCreateMutant,NtProtectVirtualMemory,CoInitializeEx,GetFileInformationByHandleEx,NtCreateSection,SetUnhandledExceptionFilter,NtOpenKey,RegSetValueExW,LoadResource,LdrGetProcedureAddress,CreateDirectoryW,LdrLoadDll,NtCreateFile,CreateProcessInternalW,NtClose,RegCreateKeyExW,NtQueryKey,GetBestInterfaceEx,OpenSCManagerW,NtCreateKey,DeviceIoControl,GetComputerNameW,FindResourceW,WSAStartup,GetAdaptersAddresses,LookupAccountSidW,GetFileVersionInfoSizeW,OpenServiceW,OpenSCManagerA,NtCreateThreadEx,SizeofResource,GetDiskFreeSpaceExW,NtDelayExecution,NtResumeThread,ReadProcessMemory,NtDeviceIoControlFile,GetKeyState,GetCursorPos,NtQuerySystemInformation,NtEnumerateValueKey,NtOpenFile,CreateThread,NtQueryDirectoryFile,GlobalMemoryStatusEx,GetKeyboardState,NtOpenMutant,GetFileVersionInfoW,NtEnumerateKey,NtOpenDirectoryObject,NtOpenKeyEx,NtQueryInformationFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0256ed7a727aee6ea05b9dc457cf9c5df639e7171530408ce2652d224bfe68f,0,LdrUnloadDll,GetForegroundWindow,DrawTextExW,GetSystemInfo,FindResourceW,GetSystemWindowsDirectoryW,NtQueryValueKey,RegCloseKey,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,SizeofResource,RegOpenKeyExW,NtAllocateVirtualMemory,LdrGetDllHandle,NtFreeVirtualMemory,GetKeyState,GetCursorPos,SHGetFolderPathW,CreateThread,GetSystemDirectoryW,SetUnhandledExceptionFilter,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,NtQueryAttributesFile,CoInitializeEx,NtCreateSection,SearchPathW,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,LdrLoadDll,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008190a8e0682cedf08af9980028e7ed48c26567ead8babb4d7531ba23f2a70,0,NtQueryValueKey,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,GetSystemDirectoryW,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,NtAllocateVirtualMemory,LdrLoadDll,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71901e68ef55dfc5fce2586eac46c21244b97f5174ed533f02790512e884e67a,0,LdrUnloadDll,RegCloseKey,NtDuplicateObject,DrawTextExW,FindResourceW,NtClose,GetForegroundWindow,RegQueryValueExW,NtFreeVirtualMemory,GetSystemMetrics,SizeofResource,RegOpenKeyExW,NtAllocateVirtualMemory,LdrGetDllHandle,GetKeyState,GetCursorPos,OleInitialize,CoCreateInstance,GetSystemDirectoryW,SetUnhandledExceptionFilter,FindResourceExW,GetSystemTimeAsFileTime,CoInitializeEx,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,LdrLoadDll,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1af46c7300e87a73dacf6cf41ce397e3f05df6bd9c7e227b4ac59f85769160,0,GetSystemTimeAsFileTime,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtCreateFile,NtAllocateVirtualMemory,NtTerminateProcess,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f0fd740762e96dfebf49a7b57d0ad9964034ebcaa7f108bfdcbb1139d288bda,0,LdrUnloadDll,NtOpenSection,NtOpenMutant,RegCloseKey,DrawTextExW,GetSystemInfo,RegQueryValueExA,EnumWindows,CoUninitialize,NtTerminateProcess,NtQueryValueKey,GetForegroundWindow,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,UnhookWindowsHookEx,RegOpenKeyExW,NtDelayExecution,SetErrorMode,NtAllocateVirtualMemory,RegOpenKeyExA,LdrGetDllHandle,GetCursorPos,OleInitialize,NtOpenFile,LoadStringA,GetSystemDirectoryW,FindResourceExW,NtFreeVirtualMemory,NtProtectVirtualMemory,CoInitializeEx,SearchPathW,NtOpenKey,SetWindowsHookExA,LoadResource,LdrGetProcedureAddress,LdrLoadDll,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289691e10a1564dd515cd128a9bcfd3aef32e6bf4e5a1e3b1673026e1346283b,0,NtDuplicateObject,DeviceIoControl,CoUninitialize,RegCloseKey,NtQueryKey,LdrUnloadDll,NtTerminateProcess,NtClose,RegQueryValueExW,RegOpenKeyExW,NtDelayExecution,NtAllocateVirtualMemory,NtWriteFile,LdrGetDllHandle,CoGetClassObject,CoCreateInstance,NtUnmapViewOfSection,SetUnhandledExceptionFilter,GetTempPathW,NtCreateFile,GetSystemTimeAsFileTime,CoInitializeEx,RegEnumValueW,NtOpenKey,LdrGetProcedureAddress,LdrLoadDll,UuidCreate,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
